Implementation,Execution Time (ms),Peak Memory (KB),Iterations,Final Error,Initial Params,Final Params
C++ (No Eigen),6.713000,4172.00,1000,1.209082e+00,[0.5,1.0],[0.3981248183,0.9121467429]
C++ (Eigen),6.865000,4196.00,1000,1.209082e+00,[0.5,1.0],[0.3981248183,0.9121467429]
Rust,8.706500,3920.00,1000,1.209082e+00,[0.5,1.0],[0.3981248183300331,0.9121467428795254]
Python (NumPy),243.178600,37.55,1000,1.209082e+00,[0.5,1.0],[0.3981248183300332,0.9121467428795255]
Python (Pure),1860.678500,32.74,1000,1.209082e+00,[0.5,1.0],[0.3981248183300332,0.9121467428795255]
